radiant_win,rhero1,rhero2,rhero3,rhero4,rhero5,dhero1,dhero2,dhero3,dhero4,dhero5
1,35,32,75,96,47,4,27,23,51,86
0,74,64,72,93,129,22,76,13,70,41
1,54,119,66,11,96,73,107,29,20,21
0,75,123,53,84,73,44,11,87,72,32
0,74,105,39,41,84,26,22,49,64,1
1,36,114,49,30,84,14,104,87,2,74
0,62,81,56,30,19,52,9,26,102,93
1,51,93,36,75,23,74,45,55,53,41
0,6,86,39,43,71,108,82,64,93,20
1,120,11,14,86,101,26,27,6,16,74
1,75,4,76,9,29,8,72,27,104,85
1,75,19,60,70,50,7,54,55,113,86
0,2,74,114,25,53,87,34,30,1,99
0,8,43,104,101,106,56,1,22,74,86
0,128,7,102,35,21,137,110,70,14,75
1,35,2,111,106,114,9,15,27,48,22
1,93,100,74,64,26,53,96,35,8,138
0,93,73,5,12,129,123,2,42,38,59
1,46,5,16,101,4,86,14,103,11,32
1,17,19,50,4,62,94,15,123,9,6
1,6,72,30,60,41,74,27,96,86,93
0,104,7,93,58,22,88,56,70,81,27
1,100,112,101,2,32,22,8,34,35,136
1,40,104,1,14,128,11,102,21,27,110
0,112,16,41,27,58,56,129,22,83,17
1,108,79,6,19,64,97,138,16,87,54
1,50,11,32,49,14,9,67,85,120,96
0,21,87,86,138,10,102,126,31,104,14
1,129,14,128,52,44,120,72,74,70,88
1,48,52,35,51,15,68,9,83,44,91
0,62,106,93,53,14,2,41,72,105,9
0,72,14,97,119,95,114,19,27,110,126
0,64,6,22,52,137,87,114,108,138,106
1,5,71,2,6,26,28,64,85,1,106
0,87,21,68,39,42,105,14,84,7,93
0,91,50,17,14,44,110,96,93,84,30
1,36,22,3,138,42,91,67,13,108,85
1,5,62,87,16,56,47,88,8,105,98
1,51,123,43,8,56,106,27,84,99,54
0,111,10,39,5,73,58,21,71,123,8
0,114,17,30,19,5,135,111,42,32,72
1,64,69,22,11,44,112,49,35,138,75
0,75,48,30,109,136,26,84,94,41,50
0,87,17,60,54,100,22,62,41,30,120
1,64,100,93,135,28,4,8,75,29,86
0,43,91,93,86,49,76,97,28,54,87
0,21,46,41,16,68,55,32,7,106,128
1,7,58,41,120,39,14,138,11,26,97
1,97,16,70,40,138,93,129,46,30,64
1,15,41,68,61,86,34,42,1,123,73
0,7,39,69,81,84,71,86,100,76,54
0,58,105,128,126,11,87,6,68,81,13
1,34,70,62,29,121,67,106,104,105,101
1,97,56,39,2,5,138,96,128,14,44
0,86,54,128,106,72,114,9,85,8,96
0,30,95,14,15,128,56,98,22,5,68
1,83,31,1,23,11,25,30,121,33,35
0,106,99,33,44,26,11,137,10,30,104
1,18,101,2,59,31,9,112,37,11,91
0,105,93,22,67,103,14,5,28,36,120
1,31,5,64,104,63,59,119,50,97,138
1,51,114,21,56,86,58,104,45,8,120
0,33,43,104,12,14,123,2,6,5,13
1,5,103,59,6,83,26,97,9,106,11
0,110,129,48,7,13,138,128,106,97,83
0,31,54,35,71,135,32,42,22,64,48
0,76,84,86,104,85,58,123,21,78,15
1,41,11,23,37,64,98,36,71,93,128
1,123,87,69,56,17,102,65,26,135,90
1,11,18,9,29,30,126,81,68,121,6
0,83,2,47,6,105,42,119,51,75,100
1,11,31,1,104,86,19,101,4,50,8
1,48,104,94,74,83,64,35,26,11,42
0,19,59,94,83,72,27,14,6,44,84
0,53,42,98,26,105,86,34,67,22,50
0,42,55,98,30,11,7,56,5,101,105
1,36,99,123,114,113,25,6,21,44,86
1,13,101,2,86,1,9,6,53,72,114
0,25,1,9,78,26,19,138,54,64,76
1,71,85,12,30,76,62,123,23,27,93
0,87,21,38,1,128,30,27,6,104,12
1,21,42,123,93,53,64,71,104,138,1
1,85,75,55,99,126,72,41,86,39,30
1,128,36,29,4,137,123,53,34,39,8
1,50,7,74,97,54,109,5,11,100,15
1,126,105,7,136,41,6,19,39,129,5
1,28,75,1,40,106,87,76,8,100,42
1,30,2,94,11,64,74,85,1,5,87
0,25,14,4,138,93,103,70,26,31,11
0,41,2,64,101,36,18,29,32,14,86
1,11,27,128,28,119,93,35,56,53,96
1,37,137,33,14,35,2,93,30,1,86
1,97,44,98,32,100,101,27,14,7,26
1,40,7,35,36,63,21,6,56,119,8
0,25,6,75,64,120,111,94,69,5,35
1,57,101,67,104,55,126,5,51,29,93
0,36,119,45,11,93,86,14,8,74,30
0,85,9,41,53,74,7,5,67,26,128
0,41,49,21,128,26,68,14,129,18,93
1,14,121,8,51,96,34,11,135,30,120
0,137,17,126,97,8,11,84,63,40,44
1,126,64,22,38,89,62,51,11,30,93
1,14,8,119,106,123,62,138,64,96,84
0,64,69,41,35,71,56,39,51,8,123
0,35,42,75,50,1,54,60,86,26,23
0,42,34,9,69,128,75,74,2,87,1
1,137,42,135,7,74,104,9,52,31,6
0,68,73,32,109,7,101,43,35,123,41
1,83,35,104,99,90,91,47,81,21,14
1,12,60,105,22,21,138,123,96,74,8
0,137,12,35,53,14,63,104,76,71,30
0,98,137,86,8,119,1,35,14,121,36
0,51,6,69,14,13,138,16,67,27,9
0,28,50,137,91,6,70,82,87,105,60
0,30,70,106,135,42,14,99,123,86,1
1,14,30,35,108,44,73,27,36,45,101
1,23,5,30,94,137,129,11,128,93,99
1,138,14,1,62,35,17,70,85,5,56
1,22,76,5,96,95,44,75,35,84,2
1,23,120,86,70,30,36,31,114,56,110
1,9,34,60,19,40,14,66,135,22,95
0,25,78,128,12,9,105,94,7,32,67
1,14,93,101,22,120,104,30,62,44,34
0,1,87,100,25,30,5,27,74,32,114
1,32,11,138,29,75,71,19,67,28,7
0,99,42,106,26,7,31,11,59,49,93
1,97,75,1,29,64,26,104,34,52,6
1,22,21,30,108,1,25,74,9,129,6
0,42,105,44,106,43,60,64,14,84,74
1,104,5,8,113,32,35,41,68,2,85
1,60,27,1,34,97,137,49,11,26,70
0,74,84,1,33,9,59,6,36,87,26
0,95,128,21,23,26,40,28,53,19,63
1,50,27,44,69,76,64,2,9,35,21
1,85,129,48,30,135,128,46,51,110,7
1,64,28,107,35,46,32,93,75,34,26
1,86,67,91,21,123,42,106,8,104,105
0,105,21,54,86,99,40,6,93,28,37
1,74,105,94,129,37,20,101,73,100,51
1,13,138,27,14,15,34,23,21,10,58
1,73,99,10,35,14,39,7,11,95,114
0,26,35,129,56,22,48,1,40,106,28
0,12,17,14,74,105,50,81,53,26,63
0,120,26,102,98,90,14,75,4,1,6
1,84,45,79,104,138,36,16,119,63,75
1,90,50,99,44,51,11,96,31,100,41
0,2,6,34,35,68,26,50,74,29,114
0,75,119,84,12,104,26,101,55,30,54
0,108,14,85,59,27,19,83,47,50,9
0,63,2,11,111,21,5,69,137,36,101
0,14,44,83,52,104,65,64,56,5,103
1,6,11,44,23,91,1,53,106,105,67
1,20,100,18,22,15,35,7,16,86,13
1,99,8,39,87,22,81,45,44,34,14
1,10,5,11,14,50,44,37,36,15,86
0,137,138,104,25,26,105,102,96,77,30
0,86,2,17,11,5,101,32,56,45,96
0,114,123,68,32,69,101,126,93,74,14
1,38,50,1,128,26,44,104,27,53,106
0,35,74,67,2,119,50,93,99,16,22
1,11,71,81,59,41,6,74,64,104,14
1,38,1,34,4,35,94,17,30,5,51
1,100,86,67,113,51,87,61,1,62,97
1,14,120,46,5,138,43,7,50,22,36
0,120,9,29,71,93,53,98,45,76,88
1,22,31,55,44,86,1,68,36,111,129
1,75,94,85,50,8,51,27,35,1,71
1,59,22,12,64,104,75,76,41,71,110
1,43,41,14,87,11,93,100,68,5,104
0,93,69,87,7,79,36,16,41,73,5
1,80,7,41,51,31,95,13,128,101,64
0,2,79,11,41,86,57,45,85,9,1
0,5,93,61,8,77,22,30,23,28,12
1,71,53,8,123,67,18,128,7,64,34
0,110,41,67,14,97,64,47,34,44,9
1,49,4,138,5,25,83,43,60,40,41
1,93,72,27,14,7,126,96,9,63,30
1,44,86,35,9,102,62,105,8,45,75
0,81,8,9,90,26,86,107,32,76,96
1,85,89,14,111,19,27,35,1,58,120
1,44,27,6,9,54,1,29,104,26,34
0,70,51,7,71,72,1,17,91,85,98
0,75,51,22,21,8,2,6,84,43,5
1,111,22,28,128,70,119,6,98,138,26
1,42,74,119,64,32,98,86,31,56,76
0,135,76,86,81,75,28,21,74,104,88
0,86,19,97,27,13,64,1,14,65,85
1,37,138,105,13,120,104,27,26,47,56
1,106,11,38,67,50,109,129,88,136,85
1,19,101,2,94,51,84,68,36,18,100
0,58,1,62,86,41,26,93,85,15,60
0,21,138,106,28,41,14,123,40,6,108
0,87,36,70,113,85,101,14,51,77,106
1,53,56,64,55,26,14,84,58,21,44
0,113,6,81,5,101,104,9,36,10,14
0,106,83,101,70,8,14,34,64,9,10
1,52,42,105,8,50,35,32,138,58,21
0,52,83,19,63,14,7,51,20,62,6
1,87,23,98,70,9,30,21,40,48,11
1,84,32,74,77,50,2,16,113,48,14
0,104,14,121,11,2,84,17,56,88,86
1,75,67,11,2,102,36,138,9,14,70
0,81,35,44,31,14,6,99,86,53,5
1,34,43,37,67,86,101,121,138,85,89
1,6,94,50,86,69,49,35,95,40,119
0,21,30,93,59,107,44,105,22,104,75
0,82,89,14,94,28,54,87,34,71,62
1,100,109,105,93,13,36,107,74,104,97
1,1,69,105,85,40,2,70,45,120,30
0,91,72,96,106,105,111,7,41,21,92
0,138,63,26,14,41,1,104,76,7,86
1,44,68,26,76,85,100,104,63,62,75
0,76,17,50,11,96,84,74,108,37,6
0,5,93,34,86,36,43,45,129,6,9
0,1,94,71,25,40,136,104,2,9,44
1,44,35,104,83,2,23,49,32,12,87
1,97,22,83,32,27,100,67,87,123,9
1,45,56,44,80,26,42,6,128,104,31
1,87,27,123,93,14,30,102,82,62,85
0,41,14,32,44,98,42,5,11,30,60
1,26,9,2,119,10,62,13,93,111,74
1,26,106,47,94,97,63,101,7,114,87
0,48,53,104,31,34,16,123,58,52,6
0,96,50,112,19,6,138,12,74,31,28
1,47,57,55,84,13,123,7,106,9,97
0,53,7,1,27,114,87,108,64,80,93
0,27,120,4,80,30,111,39,81,138,40
0,105,11,51,10,36,119,100,29,6,74
1,50,62,128,93,27,31,67,84,23,137
0,120,67,42,33,26,28,13,71,56,14
1,56,85,6,69,83,2,74,41,64,21
0,36,97,44,11,26,5,85,86,96,77
0,84,85,34,21,109,128,1,135,64,39
0,44,121,69,86,17,26,30,2,99,81
0,97,25,35,126,21,67,19,26,47,22
1,85,49,26,1,128,101,60,75,63,44
0,44,81,101,100,21,102,1,23,27,7
1,26,23,104,22,89,19,84,1,128,106
1,11,104,114,26,21,15,33,40,62,97
1,104,109,14,32,83,6,52,50,11,3
1,123,11,75,6,99,59,26,56,121,7
0,85,15,76,64,114,1,86,75,137,129
1,86,6,91,1,11,21,93,22,104,26
1,75,47,72,8,2,23,138,14,62,31
0,54,97,34,74,86,35,11,15,39,105
1,128,26,93,21,15,76,86,6,99,85
1,8,128,5,29,74,34,32,64,75,71
0,102,84,44,45,113,93,75,104,128,119
0,42,14,101,7,100,85,31,73,93,5
1,62,46,5,60,11,6,97,105,87,10
1,123,14,32,90,49,36,97,114,75,1
0,6,84,49,45,64,7,137,93,9,48
1,1,23,25,126,9,137,56,40,47,14
0,64,108,9,44,32,21,6,96,111,26
0,138,105,55,70,85,84,128,67,16,39
1,95,87,97,11,43,35,23,45,48,86
0,14,38,72,34,74,1,123,88,104,137
0,16,70,31,105,50,96,11,19,81,72
1,47,9,87,1,51,5,11,76,44,104
1,114,38,112,6,10,43,75,39,1,105
0,103,32,37,14,102,44,19,31,5,36
0,50,86,74,1,14,110,77,82,70,85
0,37,62,71,54,77,27,44,47,96,29
1,56,86,5,97,17,30,29,64,11,67
1,91,1,8,53,40,109,56,64,89,26
0,128,86,27,23,18,69,48,35,75,44
1,30,32,70,96,27,137,87,4,64,99
1,74,129,120,6,53,69,51,72,44,105
1,104,17,44,14,64,91,105,75,16,41
1,34,60,1,64,87,75,110,46,45,126
1,138,49,75,30,39,23,6,76,72,104
1,38,19,87,70,21,86,54,100,64,2
0,45,14,72,2,9,36,26,97,105,56
1,121,63,1,97,120,123,6,69,111,80
0,5,8,126,14,7,75,106,47,136,70
1,104,64,19,17,30,1,88,58,14,135
1,137,14,71,70,74,87,93,97,86,100
1,44,87,16,30,21,97,86,8,75,29
1,104,18,87,31,99,7,59,55,54,74
0,21,128,84,14,41,86,11,72,54,102
1,40,86,1,47,75,71,37,11,6,123
1,71,121,6,5,34,20,104,1,31,110
0,72,123,2,64,82,5,89,56,87,16
0,17,9,70,27,7,26,110,35,93,11
0,74,54,98,30,14,28,84,81,86,27
0,2,14,9,85,93,68,35,49,19,27
1,80,36,94,72,7,70,11,69,58,87
0,11,7,34,104,101,74,8,106,51,83
0,50,97,58,74,73,75,128,13,102,21
1,84,8,64,49,11,32,67,16,104,26
0,44,7,114,129,113,88,36,9,91,93
0,2,62,135,30,93,44,106,98,31,111
0,87,14,86,28,34,114,126,128,30,80
1,35,120,100,91,69,28,71,3,64,121
1,62,83,93,14,17,51,10,128,38,22
0,14,53,9,104,80,114,38,138,5,36
1,87,9,17,67,58,64,43,47,6,75
1,70,64,104,6,25,67,37,14,36,111
1,67,30,104,71,23,81,85,22,56,6
1,29,93,31,5,74,83,67,32,27,28
0,11,135,14,71,70,86,76,80,27,95
1,41,20,28,74,128,25,87,8,63,73
0,67,83,48,39,129,2,99,84,32,8
0,85,94,12,49,138,121,8,103,126,57
0,104,5,119,81,137,75,6,28,17,7
0,43,8,114,105,123,104,72,81,30,35
1,69,43,100,5,114,61,20,70,26,10
1,76,91,64,1,30,82,2,26,44,75
0,72,59,87,2,10,6,36,75,41,50
0,16,36,7,84,6,28,119,50,11,53
0,44,69,65,120,1,8,97,11,56,49
1,121,25,8,59,119,56,47,40,85,27
0,46,90,14,7,1,41,138,32,137,15
1,81,12,2,90,84,80,35,18,11,5
1,67,5,123,22,77,34,44,2,9,19
1,11,61,75,47,3,32,10,111,72,35
1,19,56,44,22,105,2,11,63,1,9
1,102,21,64,70,34,56,79,104,67,83
1,38,101,36,56,50,19,81,27,2,21
1,69,52,41,9,35,30,21,81,44,14
0,71,25,106,64,37,98,120,75,14,8
1,77,44,59,51,68,6,105,99,23,107
1,14,6,67,41,35,86,23,36,77,44
1,34,69,12,33,65,71,108,64,121,35
1,91,45,49,114,7,1,9,2,22,87
1,35,27,88,46,106,55,26,1,123,14
0,64,47,87,114,104,70,85,71,101,5
1,75,72,9,29,6,104,1,76,101,49
0,26,75,22,10,78,68,14,93,74,107
0,16,67,86,5,74,87,36,71,54,47
1,35,67,86,71,84,87,102,14,56,58
1,135,86,17,93,26,102,67,64,16,8
0,22,135,54,10,56,42,9,84,129,13
0,44,11,14,35,99,84,70,53,93,41
0,50,64,70,43,12,22,44,138,110,15
1,75,40,104,63,71,41,96,7,126,101
1,2,93,121,46,111,97,1,5,123,17
1,54,36,51,121,35,41,43,87,68,74
1,32,113,137,30,35,73,91,14,74,51
0,50,54,13,14,104,31,26,137,10,29
1,26,104,70,27,19,128,39,2,41,74
1,40,15,44,6,26,129,34,36,32,88
0,121,32,103,35,42,89,1,101,57,2
0,26,8,84,76,48,138,70,21,20,35
0,1,126,21,14,74,6,17,91,30,64
1,63,75,5,104,44,13,87,70,14,64
1,41,62,59,90,75,100,74,30,105,1
1,67,138,105,72,54,13,16,85,14,6
1,138,1,9,135,7,72,59,53,27,93
0,110,64,42,51,35,128,60,30,126,44
1,13,105,101,49,1,14,104,30,112,70
1,64,74,50,104,93,1,76,86,51,138
0,57,59,11,33,83,77,30,13,6,72
0,19,128,54,86,16,70,31,64,32,114
0,86,44,119,104,21,10,2,8,27,71
0,56,105,14,67,7,123,2,63,1,108
1,30,1,81,123,17,10,105,49,70,25
1,1,104,128,35,101,59,110,8,83,42
0,2,1,44,75,14,70,57,42,101,21
1,70,106,97,27,86,64,56,16,44,14
0,41,64,20,27,123,87,48,56,104,106
1,76,107,104,75,56,138,93,22,123,26
0,86,40,71,45,54,26,14,55,57,1
0,104,112,40,15,67,76,84,70,79,69
1,31,1,88,126,86,72,74,98,128,138
0,104,123,102,50,113,27,13,93,11,64
0,129,75,25,93,30,94,27,4,7,104
1,98,114,90,101,25,55,8,64,75,30
1,71,52,120,37,6,2,39,47,30,54
0,9,81,35,41,15,44,26,8,70,104
1,76,97,88,10,107,41,30,25,22,36
0,39,138,86,84,104,27,49,19,1,5
0,8,68,74,14,53,121,79,49,36,1
0,28,59,18,36,45,85,4,44,2,26
1,83,119,70,2,17,106,35,26,41,30
1,36,101,129,5,81,14,86,41,75,31
1,91,64,36,10,8,86,40,6,13,53
0,67,14,30,75,106,52,97,34,83,6
1,111,34,104,105,43,22,39,102,50,1
1,123,106,114,54,14,70,73,74,69,23
0,101,46,51,5,8,26,75,104,12,76
0,111,70,35,101,23,53,5,39,6,92
0,112,100,113,48,19,88,55,104,74,123
1,31,86,6,34,40,68,48,100,7,93
1,49,64,101,11,75,98,5,86,88,41
0,56,14,36,105,112,44,137,9,93,40
1,97,67,14,72,74,39,85,35,68,54
0,50,2,59,12,123,9,8,91,11,16
1,26,93,7,37,29,119,59,111,34,49
0,15,97,113,70,109,22,11,30,6,105
0,72,87,23,96,5,73,129,21,74,9
1,7,83,80,11,135,6,87,17,96,75
1,102,128,85,23,4,86,27,38,53,46
0,108,26,6,23,98,19,50,101,8,11
0,11,30,22,59,63,51,34,49,123,6
0,86,80,74,49,35,31,129,10,93,119
0,26,106,28,31,25,99,8,74,121,7
0,123,1,21,10,84,129,39,27,6,26
1,93,86,126,85,14,97,12,20,128,106
0,41,91,43,14,13,9,106,97,26,70
0,71,123,97,54,57,30,6,31,14,7
1,27,138,41,74,107,14,44,9,50,105
1,128,88,72,67,87,14,123,97,46,35
0,49,93,128,107,27,104,6,106,72,5
0,67,30,105,126,104,78,5,93,71,13
0,49,30,54,76,74,110,126,84,44,7
0,138,35,88,27,56,104,22,41,64,13
1,95,15,97,27,121,30,54,123,22,16
1,64,53,85,84,36,25,102,87,70,126
1,123,137,6,135,28,138,100,26,120,106
1,26,56,86,138,12,41,39,27,137,72
0,50,36,2,21,87,63,137,25,8,26
1,22,36,25,114,87,95,2,66,14,76
0,41,2,106,46,82,69,16,22,54,63
1,105,64,60,81,50,106,35,16,5,6
0,21,74,83,50,93,104,30,75,41,48
1,2,12,26,30,72,99,42,75,62,56
0,30,76,73,4,62,20,22,99,44,74
1,99,27,34,71,10,100,93,5,74,38
0,30,84,15,44,91,14,93,123,35,50
1,129,70,21,138,105,126,98,86,114,27
1,9,17,35,123,2,62,14,87,8,68
1,30,56,44,9,2,97,100,101,6,53
0,119,6,48,128,78,64,14,54,43,120
1,58,98,14,101,11,65,81,36,40,75
1,35,44,39,43,64,70,27,94,105,104
0,57,84,96,113,8,30,109,77,51,138
1,27,75,8,51,78,100,93,45,111,104
1,6,98,100,18,14,37,64,76,136,29
0,21,54,137,64,100,37,67,38,17,27
0,48,42,17,105,7,123,23,114,21,98
1,36,63,121,84,104,5,42,40,93,34
0,63,10,73,121,41,126,21,44,23,69
0,74,27,87,32,135,82,30,104,5,72
1,8,96,34,72,35,61,44,105,20,91
0,31,38,8,63,34,96,121,11,14,135
0,5,70,35,104,26,9,29,82,120,27
1,26,74,53,75,12,10,104,84,13,30
1,36,54,104,107,87,75,8,46,14,21
0,72,35,23,54,75,81,41,26,126,74
1,11,100,104,86,10,74,137,93,84,53
1,14,123,59,101,84,25,62,109,56,136
0,126,41,2,45,14,31,33,10,119,35
0,4,50,54,86,7,95,11,101,31,89
0,29,50,14,67,136,58,54,64,44,63
0,39,26,83,44,52,2,76,27,12,5
1,112,102,36,11,1,34,35,14,83,62
0,8,74,88,105,128,69,30,93,110,67
0,30,138,104,36,128,37,42,105,39,96
1,91,106,84,138,23,6,128,119,39,100
0,32,10,128,30,54,105,22,75,44,74
1,76,86,137,105,69,104,81,34,30,101
0,86,35,126,51,42,19,67,101,123,53
1,59,98,114,9,68,7,39,88,41,42
1,97,26,36,137,104,28,86,1,106,40
1,48,111,55,8,5,104,9,56,30,13
0,108,30,94,65,64,102,83,43,44,29
0,59,90,54,7,15,14,135,19,11,50
1,30,92,100,38,93,137,69,26,54,13
1,71,30,7,25,41,44,15,13,31,21
1,26,16,101,98,8,30,62,74,123,63
0,35,40,114,102,123,82,44,31,136,64
0,2,14,9,120,114,86,70,11,77,87
0,104,135,87,6,100,27,76,10,128,67
1,15,114,5,75,43,14,34,41,98,30
0,65,56,68,62,36,32,29,74,119,1
0,123,68,6,97,35,26,93,51,53,112
0,65,14,6,31,86,120,32,100,64,59
1,48,91,123,65,114,107,74,30,10,64
1,105,44,70,129,36,93,14,47,9,97
0,1,33,16,41,58,46,26,75,100,104
1,72,26,30,12,29,129,68,2,14,34
0,26,70,43,90,87,73,51,7,86,35
1,57,15,123,14,32,67,50,7,25,108
0,88,86,44,87,7,105,64,114,76,2
0,32,95,106,28,66,40,8,107,26,49
0,14,27,106,18,34,53,1,5,75,99
0,64,16,101,6,14,2,50,30,11,41
0,114,44,69,100,27,111,22,45,31,8
0,96,26,93,104,62,34,75,63,36,90
0,22,26,96,44,14,64,12,69,34,121
0,120,87,26,8,16,70,1,105,113,5
0,16,35,37,73,7,137,72,8,45,26
0,42,75,81,27,100,36,74,138,119,101
0,11,54,32,129,14,2,35,48,64,86
1,70,123,96,22,9,52,7,86,44,137
0,65,96,32,14,20,8,6,81,30,48
0,106,30,62,9,93,76,37,1,128,7
0,70,100,84,119,35,37,14,89,63,64
1,53,26,75,44,49,33,126,1,5,105
0,93,74,10,75,30,5,84,44,13,104
1,138,64,32,56,93,54,86,22,41,75
0,53,47,85,14,5,138,64,67,30,81
0,10,38,31,113,75,105,128,12,5,137
0,138,28,88,30,11,36,72,35,64,1
0,9,97,74,102,109,93,98,40,7,44
1,94,30,1,35,29,18,104,41,101,17
0,14,111,86,46,54,88,101,102,76,138
1,29,30,8,23,32,36,38,101,42,56
1,114,88,98,85,42,46,110,47,119,123
1,9,129,51,97,1,30,109,26,19,74
1,26,10,19,49,138,44,126,74,85,129
1,105,104,48,75,35,44,30,99,76,123
1,31,85,79,17,93,21,22,60,26,1
1,16,83,18,57,120,31,86,28,11,93
1,85,30,93,106,42,63,14,97,11,64
1,67,50,2,34,86,79,69,6,75,14
1,75,136,84,2,114,26,96,100,56,25
1,51,1,97,86,34,126,67,107,137,5
1,2,40,68,8,105,30,13,88,63,101
1,67,14,43,80,83,123,2,11,54,71
0,29,101,81,5,13,2,128,31,97,135
1,91,99,120,69,81,47,56,44,9,39
0,58,123,22,54,104,100,129,32,56,27
0,43,9,18,44,105,11,88,80,26,84
1,2,75,1,14,119,114,34,111,94,27
0,99,120,2,30,11,7,26,6,23,135
0,42,92,22,54,120,55,21,58,67,126
0,86,1,123,97,106,70,9,60,90,56
0,9,72,86,25,91,113,83,99,34,40
0,129,70,10,27,64,56,6,85,21,121
1,32,95,99,75,87,61,14,17,19,35
1,69,50,44,76,7,14,19,28,119,1
0,11,100,75,2,35,67,50,83,62,59
1,35,47,69,107,9,70,31,19,50,13
1,108,13,31,9,70,48,100,42,27,30
1,26,74,138,104,86,1,19,97,105,25
1,81,48,5,43,83,70,60,74,86,33
1,95,71,43,37,53,66,19,73,36,25
1,75,110,80,85,21,74,2,109,50,26
1,17,119,44,32,36,76,8,94,75,71
1,137,55,67,106,14,129,54,31,9,65
0,102,71,32,27,64,83,104,6,129,68
0,16,137,9,30,6,93,50,69,72,17
1,30,56,42,129,85,50,47,81,94,14
0,26,75,41,105,2,1,34,30,114,83
1,84,1,87,96,69,86,34,35,44,94
0,105,67,1,31,26,135,68,87,11,41
1,120,35,14,11,47,34,26,59,110,63
1,91,22,113,8,95,84,43,52,14,80
0,13,93,135,72,64,90,56,18,83,14
1,69,1,110,35,97,64,31,70,48,6
0,123,114,35,104,86,105,5,93,84,96
0,104,26,53,84,8,48,14,28,11,30
0,100,9,44,22,30,138,71,114,1,27
1,16,63,94,10,71,100,30,85,35,14
0,137,67,9,27,75,111,56,129,71,53
1,22,81,87,86,41,30,12,21,16,64
1,9,137,85,80,102,86,88,105,70,41
0,135,27,60,44,5,54,93,113,104,101
1,5,101,27,93,32,23,26,100,84,6
1,83,74,93,40,104,123,70,31,21,49
1,8,51,35,69,30,31,22,105,49,54
1,75,14,4,70,27,84,49,111,121,67
1,104,17,64,138,105,109,91,86,76,69
0,100,38,9,1,11,51,4,95,30,69
1,44,68,49,72,137,29,54,9,3,11
0,11,70,101,50,16,68,75,137,1,34
0,1,17,104,84,62,5,16,42,79,35
1,2,1,86,14,123,21,121,11,29,68
1,98,67,101,44,5,6,84,60,27,100
0,26,38,35,64,1,49,121,10,101,82
1,92,64,54,135,111,87,102,106,23,84
0,19,14,67,96,35,11,44,101,91,93
1,84,72,26,51,1,18,73,53,71,93
1,19,71,120,35,37,82,68,42,36,21
1,84,12,64,39,43,138,106,6,15,9
0,26,11,60,53,1,30,9,69,114,54
0,111,75,73,62,94,108,51,30,104,138
0,114,74,104,102,128,13,7,44,87,68
0,123,28,86,56,33,8,119,26,96,75
1,7,9,18,83,137,56,2,35,93,12
0,2,128,91,4,7,25,9,14,50,104
1,86,7,26,69,1,70,44,4,59,51
0,12,1,90,129,100,59,6,30,91,17
1,26,62,30,49,114,96,68,1,86,23
1,1,64,50,14,76,11,54,35,75,44
1,101,40,96,12,20,45,76,84,8,14
1,34,119,2,109,14,6,79,126,123,47
1,51,93,17,9,59,74,47,82,72,75
0,95,76,128,26,18,30,21,1,11,9
1,14,96,64,11,80,111,26,123,70,63
1,104,59,36,93,88,30,47,32,97,136
1,35,31,44,2,101,73,15,75,87,71
1,99,26,47,75,104,97,22,71,65,88
1,41,38,5,105,35,128,59,53,71,1
1,8,102,85,14,22,26,56,126,2,32
1,76,87,44,11,16,97,96,56,34,12
0,1,97,4,9,100,47,11,50,8,64
1,120,10,50,128,9,5,2,6,17,20
1,86,62,2,41,64,6,119,76,121,63
0,81,30,86,76,59,62,11,42,129,9
1,102,114,84,107,138,26,93,96,11,86
0,32,27,35,78,94,112,9,105,11,67
1,96,113,56,88,3,5,28,35,26,39
1,87,104,1,19,106,23,114,72,22,29
0,47,26,93,50,6,105,44,98,75,2
1,119,56,86,112,2,11,91,30,6,84
0,106,38,121,64,41,50,43,33,113,138
0,87,15,47,114,12,79,98,63,10,18
1,54,35,12,85,30,99,86,53,93,14
1,138,111,1,19,34,77,75,104,105,102
1,104,64,50,1,81,91,10,17,14,25
0,26,21,93,106,86,44,37,7,96,49
1,44,86,2,23,71,95,26,17,74,21
1,64,104,26,76,6,52,138,17,91,81
0,33,56,17,28,84,81,113,19,86,87
0,8,70,26,102,121,5,34,23,101,6
0,8,62,100,16,64,11,94,20,36,14
1,14,70,7,137,5,104,91,93,84,43
1,6,39,75,9,38,1,13,68,104,84
0,106,113,28,50,107,13,2,6,86,105
0,105,138,36,1,5,86,104,92,56,67
0,36,10,83,96,59,69,31,43,72,44
1,96,121,67,56,72,30,57,113,99,12
1,105,14,12,87,36,31,109,113,104,100
1,84,54,97,35,30,17,4,42,26,21
1,41,105,74,121,28,1,84,101,8,99
1,99,5,81,72,102,37,123,73,36,1
0,87,14,93,60,50,75,101,104,86,4
1,14,126,83,41,86,2,44,135,111,35
0,74,27,1,123,2,6,91,42,5,138
1,104,86,14,48,31,6,75,108,30,54
0,101,129,6,86,27,13,104,105,87,19
0,8,9,45,37,29,69,44,19,87,11
1,36,19,21,93,7,9,78,6,14,83
0,112,102,57,77,91,138,54,9,31,2
1,54,27,56,52,75,97,58,69,26,1
1,86,129,70,2,94,50,34,44,11,135
0,87,97,71,99,93,120,105,49,119,15
1,50,88,123,70,29,74,69,105,97,56
1,52,21,85,11,96,1,108,3,19,32
0,41,90,49,86,32,14,64,128,75,8
