radiant_win,rhero1,rhero2,rhero3,rhero4,rhero5,dhero1,dhero2,dhero3,dhero4,dhero5
1,1,4,99,31,73,2,7,44,30,94
0,25,36,101,21,44,14,2,50,47,1
1,71,84,76,75,72,43,74,100,23,73
1,97,21,87,42,3,100,106,1,62,111
1,39,84,46,110,9,21,14,72,40,11
1,53,22,6,85,20,47,1,25,21,42
1,14,45,97,112,44,72,21,4,68,39
1,68,28,1,99,75,90,26,49,89,73
1,18,99,31,76,32,19,46,50,21,36
1,104,75,50,29,39,8,34,68,1,85
1,9,8,51,50,106,100,62,28,30,68
1,50,7,21,8,11,42,39,25,55,107
0,7,28,100,74,71,19,50,11,26,55
1,71,19,22,37,59,62,74,44,1,26
0,21,83,7,93,96,8,30,85,67,19
1,36,104,30,64,70,112,2,11,19,51
0,79,29,23,21,97,109,26,75,42,11
1,57,11,8,28,7,32,12,69,86,14
0,35,43,17,69,20,85,10,51,11,1
1,10,73,32,14,7,21,75,36,112,59
0,32,81,100,9,74,62,84,39,68,8
0,93,74,104,25,84,14,35,33,97,23
1,112,62,28,21,47,70,100,5,37,46
1,28,100,7,42,31,51,21,98,93,26
1,1,78,9,28,11,21,86,93,102,47
1,99,42,30,7,11,8,75,95,87,84
0,83,1,14,4,49,51,81,31,39,69
1,21,30,18,2,28,8,74,97,71,86
0,104,39,75,69,94,74,88,16,112,1
0,86,67,32,11,50,75,21,2,41,31
1,72,86,7,93,49,87,25,100,37,4
0,1,100,68,88,57,85,73,26,75,18
0,20,16,60,46,44,93,3,75,11,104
0,39,102,20,51,70,71,73,2,21,31
0,88,89,32,26,106,15,7,54,79,69
1,21,39,31,7,67,34,28,8,50,85
1,109,40,37,42,22,75,35,91,69,19
0,14,9,44,71,11,23,79,51,46,35
1,2,17,91,26,44,75,4,106,14,36
1,39,93,38,30,54,28,104,102,74,41
1,69,11,49,102,36,96,31,47,104,19
0,33,86,47,3,67,100,50,8,73,78
1,71,98,11,46,26,1,21,110,84,7
1,80,5,42,8,11,1,21,41,72,87
0,41,8,74,26,28,9,67,5,29,11
1,34,73,7,21,28,35,100,97,8,25
1,26,14,35,104,84,48,93,1,54,36
1,4,21,85,23,14,62,17,93,87,63
1,47,28,67,5,54,44,57,49,93,74
0,44,47,86,39,14,106,100,19,53,57
0,44,99,9,21,47,106,14,93,110,100
1,74,70,7,36,67,22,53,82,51,54
1,35,30,31,109,71,73,65,70,36,4
1,82,29,74,100,93,101,7,54,11,69
1,7,71,53,12,62,20,17,75,49,32
0,33,25,60,50,93,39,85,8,2,26
1,12,93,34,40,64,84,41,15,7,45
0,93,72,14,73,3,27,34,99,44,33
0,7,35,11,109,9,99,21,5,26,94
1,86,11,104,28,50,69,74,87,8,99
0,93,5,19,86,25,8,69,21,39,107
1,8,26,41,78,100,67,61,39,68,47
0,106,71,85,91,35,69,14,10,75,74
0,69,13,55,7,57,62,73,75,8,21
0,64,112,47,104,73,55,68,72,39,62
1,8,61,7,100,11,110,74,41,71,22
0,47,14,25,85,73,11,95,86,68,93
0,104,8,46,71,101,62,47,68,28,42
0,104,23,76,7,21,32,11,97,100,81
1,44,98,21,62,7,4,1,104,8,10
1,72,88,71,21,73,9,74,5,96,67
1,96,72,16,26,46,69,39,44,7,50
1,77,104,22,25,23,91,11,50,19,105
0,61,50,46,9,36,110,73,57,54,68
1,75,50,72,70,69,87,51,1,112,36
0,34,93,112,100,7,46,9,35,69,86
0,5,42,21,0,0,16,11,12,65,79
0,97,57,72,84,39,69,102,75,17,14
0,30,61,42,28,39,55,21,8,31,7
1,11,69,26,102,28,79,21,39,106,9
0,36,40,15,50,8,87,41,39,61,112
1,100,70,11,7,9,2,74,14,86,16
1,30,39,85,11,84,62,101,74,96,8
0,9,74,21,1,75,69,34,86,93,71
0,11,112,48,51,68,73,14,30,87,6
0,50,41,63,47,30,62,21,36,4,11
0,21,75,62,42,8,6,36,112,14,22
0,40,97,48,13,62,14,19,30,3,106
1,63,1,61,104,27,88,73,11,75,70
1,47,112,4,73,33,8,49,53,74,100
1,106,110,75,7,97,20,14,93,12,57
0,45,11,38,100,93,21,50,12,40,85
1,73,68,38,39,18,11,9,93,21,51
1,35,3,19,21,73,69,104,110,76,14
0,45,56,75,21,1,8,64,3,37,47
1,44,57,106,68,74,71,52,11,112,81
0,44,21,102,50,104,14,26,72,27,12
1,100,9,21,28,94,26,63,1,11,84
1,23,26,8,36,54,9,21,75,106,76
1,11,104,72,29,37,21,7,20,74,82
1,21,7,71,50,102,84,19,106,59,37
1,9,42,86,28,59,21,7,93,107,10
1,73,36,3,22,32,31,60,51,5,93
1,98,31,21,84,67,20,14,93,99,86
0,61,26,11,28,100,93,75,21,68,85
0,89,27,44,28,47,19,6,38,105,57
1,28,67,40,110,43,51,18,11,62,68
1,51,111,107,44,11,25,76,100,93,26
0,5,93,21,29,44,9,100,67,68,69
0,57,44,84,25,97,19,86,11,96,71
1,73,100,2,30,71,87,56,74,7,61
1,74,14,94,88,68,87,35,100,21,1
0,27,1,39,2,50,74,36,16,81,11
1,57,58,4,19,50,59,46,74,5,69
1,105,21,67,28,36,58,42,50,109,39
1,40,85,28,50,75,32,84,74,47,39
1,65,28,86,5,58,33,104,74,89,26
0,46,32,71,66,104,18,74,57,95,26
1,104,2,8,11,101,76,7,50,1,86
0,93,75,86,68,73,7,100,81,97,9
0,25,37,41,30,2,71,20,97,1,69
1,31,110,46,26,28,25,100,106,38,21
1,59,21,50,33,11,99,86,39,36,35
0,60,75,32,63,72,47,84,106,76,18
1,38,21,73,42,75,104,28,69,68,40
0,36,21,100,42,11,72,63,86,50,44
0,69,36,7,74,17,104,96,10,75,16
0,104,20,35,25,5,84,14,75,21,81
0,2,88,87,57,100,12,5,29,22,90
1,21,86,68,28,15,14,106,69,39,10
0,39,28,2,70,20,14,42,54,5,33
0,53,4,86,17,18,100,68,1,104,75
1,21,35,1,20,9,74,50,56,42,93
1,1,63,11,71,57,21,5,8,16,76
1,69,18,40,56,97,14,57,11,16,72
1,7,26,73,72,93,16,25,69,28,54
0,21,6,20,2,102,28,61,100,106,50
1,85,10,46,67,7,27,17,42,59,31
1,33,10,14,74,75,30,102,86,82,11
0,84,50,104,75,13,37,45,100,11,106
1,21,19,104,91,75,30,8,110,11,62
0,62,94,74,71,88,50,69,28,41,73
0,100,67,21,71,107,72,62,84,11,85
1,14,55,56,106,29,44,74,28,48,5
0,5,110,39,10,78,106,92,73,28,109
1,17,11,71,100,25,22,58,48,35,112
1,14,42,2,36,110,100,104,1,59,95
1,39,26,1,69,7,51,14,57,42,21
1,78,7,112,1,50,44,94,39,82,8
0,31,69,46,1,54,21,2,11,44,37
1,36,35,9,64,106,102,11,7,40,14
0,100,78,1,21,68,42,5,75,19,13
0,16,21,15,45,74,71,11,87,6,5
1,21,32,64,1,28,11,37,23,67,71
1,21,1,85,39,75,73,26,88,13,106
1,11,7,8,86,28,74,5,1,26,107
0,97,21,83,73,62,11,95,2,28,87
0,26,12,11,104,35,30,57,33,18,93
0,8,53,34,20,51,7,22,5,72,60
0,8,25,106,36,47,21,99,7,95,53
1,22,50,42,26,110,112,86,19,28,21
0,43,63,50,4,39,5,17,94,53,93
0,104,31,81,40,23,69,74,21,26,8
0,7,97,51,74,21,85,11,8,70,5
1,26,8,34,71,94,11,38,106,33,36
0,7,19,74,100,47,6,23,84,25,35
0,26,98,70,46,100,69,22,2,67,62
1,75,21,85,12,86,100,69,97,104,1
1,112,107,21,6,30,68,93,11,41,31
1,104,102,101,21,40,44,3,17,85,25
1,101,44,46,71,54,62,106,93,26,104
1,72,21,7,84,97,19,25,74,27,28
1,21,112,69,42,9,70,20,54,34,31
1,85,95,103,34,106,8,110,68,26,21
0,39,33,54,5,81,16,50,57,67,83
1,11,107,112,67,51,87,72,74,78,110
0,21,57,15,20,39,35,100,77,51,84
0,26,9,85,44,8,84,21,71,23,73
0,31,69,47,98,73,27,21,44,28,57
1,69,112,74,75,21,93,25,20,50,100
0,76,78,16,86,8,48,100,11,9,26
0,32,14,60,6,22,59,11,62,28,90
0,30,71,11,21,54,50,49,102,100,70
1,21,102,28,31,51,26,92,36,94,69
0,8,26,46,96,16,63,68,66,59,74
1,42,69,9,17,50,100,45,44,84,7
1,112,87,6,39,104,53,16,97,71,34
0,50,28,71,41,25,26,21,8,112,11
0,14,32,25,104,7,46,112,9,8,54
1,62,60,21,86,41,8,75,46,30,51
1,1,64,39,63,2,11,112,5,109,71
1,82,74,7,75,49,30,9,19,51,14
0,1,86,87,21,51,7,6,33,55,11
1,62,69,68,74,42,98,39,14,93,112
1,100,7,69,106,36,73,10,50,82,39
0,21,11,104,4,68,67,60,110,25,79
0,21,25,100,77,51,71,11,92,8,7
1,7,47,8,2,21,14,54,39,72,75
0,5,93,69,11,68,1,50,26,13,21
0,28,9,73,7,106,107,20,31,11,1
0,30,5,49,73,59,11,21,7,89,39
1,33,50,67,73,9,58,41,68,11,97
0,26,98,86,47,54,93,33,21,3,29
1,80,30,93,33,61,8,21,32,83,112
0,14,74,8,16,25,72,36,77,73,5
1,93,39,83,42,112,50,73,32,96,75
0,10,2,21,64,106,50,51,100,11,1
1,36,96,5,67,39,92,69,93,14,21
1,68,2,112,76,21,111,59,39,50,99
0,50,109,1,37,11,43,112,44,40,74
0,91,44,11,50,28,107,100,93,68,21
0,17,86,6,13,20,7,1,5,74,97
1,98,90,73,4,58,62,71,11,112,23
1,9,49,68,106,21,86,112,69,11,99
0,36,2,1,110,74,42,50,7,39,47
0,93,1,83,8,69,42,67,60,87,74
1,9,75,17,41,87,4,40,99,57,48
1,47,104,2,3,48,1,26,57,72,74
0,8,25,5,63,21,73,13,98,30,70
1,25,3,67,45,106,69,8,11,12,87
0,1,51,7,11,87,19,106,5,97,100
0,51,56,21,112,69,34,86,36,102,11
0,15,62,11,20,85,25,51,7,8,74
1,11,13,52,1,23,69,31,84,93,34
1,93,104,102,90,39,14,101,1,4,7
0,85,26,23,57,1,90,18,106,31,75
0,89,26,102,72,8,21,88,55,94,71
0,12,20,28,5,46,39,69,30,79,23
0,8,14,93,96,11,87,27,72,4,56
1,70,98,69,26,52,21,35,28,112,68
1,87,1,21,69,57,42,75,64,104,51
0,39,55,67,86,90,15,60,31,1,69
1,30,21,98,32,31,36,46,57,71,106
0,93,11,98,7,30,35,8,21,14,69
0,28,93,9,23,19,110,111,62,72,74
1,69,54,70,11,57,93,64,76,97,50
1,25,106,93,47,9,87,30,42,99,21
1,60,74,46,51,5,21,84,7,72,11
1,42,11,84,21,85,13,2,5,1,99
1,32,6,87,17,100,75,85,72,39,8
0,85,93,30,100,39,51,36,5,28,64
1,73,32,57,53,40,37,28,39,56,95
0,21,19,30,57,6,75,47,27,110,16
1,84,21,14,28,27,102,59,62,10,8
1,28,75,73,41,21,1,14,35,3,86
1,11,81,68,30,54,1,7,6,73,35
0,67,34,112,104,98,57,44,21,36,85
1,87,74,35,104,15,26,21,47,70,64
1,42,40,26,50,73,39,51,1,7,68
1,7,29,87,97,8,62,104,56,41,14
0,67,2,7,16,39,8,73,86,99,71
0,73,68,19,38,25,56,86,110,20,11
1,100,62,21,39,93,23,44,14,25,31
1,82,93,26,30,11,70,14,27,77,6
1,22,29,8,40,9,42,91,54,57,74
0,92,104,76,46,72,55,15,71,60,73
1,23,74,9,14,73,30,86,11,19,104
1,60,39,3,71,44,74,56,14,86,16
1,40,20,67,56,100,11,71,104,50,22
1,17,67,83,87,88,51,46,42,86,57
0,9,22,28,46,20,11,14,42,31,23
0,4,86,61,21,74,73,67,36,68,63
1,96,1,57,62,47,32,46,56,50,14
0,23,10,72,26,69,15,8,102,106,86
0,74,29,48,27,50,49,89,68,100,22
0,44,7,99,50,34,61,110,9,42,22
0,7,39,75,67,71,86,78,16,21,93
1,62,47,69,106,112,87,9,60,74,63
0,7,47,9,28,44,64,109,2,73,35
0,19,73,86,21,101,62,74,100,50,70
1,50,46,55,7,28,21,39,8,71,64
0,104,11,3,60,96,75,21,6,92,105
1,5,39,52,100,73,71,106,12,27,7
1,4,36,59,45,70,27,19,1,79,74
0,29,97,39,93,77,4,34,30,55,69
0,97,5,93,26,66,28,104,101,19,75
1,14,13,44,7,23,9,74,54,39,1
0,60,40,74,26,28,39,62,64,9,67
0,112,11,97,84,95,67,14,75,21,20
0,90,57,21,74,71,14,18,11,8,22
1,104,21,68,39,8,74,110,7,67,112
1,67,87,7,49,36,20,12,31,11,94
1,57,1,93,30,97,11,28,88,42,5
0,73,106,86,7,69,13,62,9,42,50
1,11,102,86,39,28,112,55,110,91,94
0,50,31,21,104,28,112,61,77,39,107
1,21,5,28,15,62,50,44,39,105,71
0,57,21,73,96,30,8,100,85,68,11
1,22,69,89,100,105,7,99,88,57,1
1,10,41,68,70,67,60,40,74,26,62
1,7,109,11,42,77,74,53,44,9,96
1,75,30,72,71,59,76,100,84,56,33
0,106,9,31,46,8,86,107,112,7,1
1,107,25,42,69,73,36,21,26,8,87
1,34,88,69,8,60,96,74,94,75,87
0,105,74,100,26,49,36,8,14,33,44
1,28,72,69,92,11,14,76,21,84,2
1,75,88,73,81,104,50,21,99,93,33
1,18,27,100,28,75,39,42,1,14,19
1,11,71,14,9,88,18,64,23,7,55
1,32,30,11,97,100,25,9,87,14,23
1,73,59,62,41,5,30,14,1,92,44
1,14,7,36,9,8,22,32,35,62,28
1,49,90,73,110,14,75,67,5,33,96
0,19,34,85,26,68,73,53,39,30,7
1,71,32,8,84,11,75,93,39,62,69
0,48,110,43,14,75,96,46,64,1,54
0,19,36,7,56,22,75,21,31,67,100
1,32,74,44,19,54,6,9,72,69,46
0,34,9,21,11,25,30,59,31,48,63
0,34,100,72,43,28,19,8,39,37,44
0,44,47,5,39,52,99,74,36,21,27
0,75,49,6,21,26,71,7,73,1,36
1,85,26,62,44,74,47,94,28,68,90
1,39,28,75,7,104,16,26,8,101,73
0,35,42,1,56,7,81,32,26,14,75
1,20,11,60,110,47,36,57,14,21,67
1,103,26,72,46,39,56,7,28,14,59
0,106,5,67,98,7,81,86,71,42,73
1,43,11,27,14,36,67,3,26,1,97
0,85,71,11,8,86,50,28,62,46,97
1,37,69,46,23,8,11,57,106,86,28
1,19,106,37,14,100,104,48,25,57,35
1,70,62,11,112,58,68,107,19,7,94
0,50,96,34,47,112,100,98,72,75,97
0,68,57,6,106,21,72,7,25,4,100
1,21,39,6,57,30,36,102,7,73,78
0,74,14,80,95,50,44,7,25,4,22
0,39,88,7,72,9,30,48,11,29,90
0,49,50,93,73,75,31,6,80,5,74
1,92,106,25,100,62,56,30,95,73,16
1,14,73,67,86,9,42,54,11,72,76
1,7,11,3,21,44,111,83,40,95,69
1,64,38,50,39,8,29,68,35,14,74
1,7,73,95,29,87,71,40,75,14,28
1,59,35,21,62,14,103,53,96,19,44
1,94,51,21,16,100,39,60,81,30,85
0,76,7,93,51,75,86,8,14,87,4
1,5,21,100,85,1,42,22,112,25,56
0,60,21,32,7,72,11,30,9,6,40
0,73,21,55,33,81,7,100,20,46,98
1,6,85,20,83,48,93,84,21,59,112
0,89,47,50,31,106,86,39,61,91,19
1,67,21,69,112,59,87,19,39,75,73
1,100,34,7,21,56,73,28,50,10,2
1,76,106,21,85,50,1,11,86,104,63
1,21,41,16,55,50,17,93,87,101,29
1,2,112,1,75,39,44,28,52,16,97
0,11,90,73,89,13,72,86,39,112,51
0,42,11,69,25,53,39,74,104,5,1
1,104,51,44,88,26,96,112,93,34,1
1,87,7,11,14,73,89,5,17,30,55
1,11,16,69,19,31,59,60,8,98,68
0,5,70,36,42,26,62,97,74,68,1
0,21,25,57,55,1,45,14,98,22,44
0,47,57,44,21,74,59,11,42,104,50
0,11,102,93,25,100,46,69,31,50,81
1,44,62,21,45,100,67,11,13,104,84
0,11,89,9,28,81,8,100,36,94,106
0,11,19,31,105,97,99,21,86,70,25
0,19,1,8,9,73,52,32,31,2,11
0,35,87,112,96,41,79,20,93,39,55
1,19,74,2,26,5,18,25,10,104,101
0,39,6,68,57,20,42,32,36,37,22
1,100,20,7,39,70,72,99,26,25,102
0,62,106,84,1,104,56,11,28,30,42
1,18,87,5,75,104,100,50,1,82,35
0,74,100,104,31,88,39,7,55,5,1
0,50,42,21,110,53,93,25,14,16,17
1,26,11,56,28,64,50,100,44,112,39
0,5,41,7,50,8,12,57,4,71,62
0,11,30,51,1,31,85,42,7,14,46
0,86,71,76,97,34,1,9,11,7,44
0,13,8,16,107,68,53,85,106,6,69
1,14,93,5,1,104,84,18,50,110,11
1,12,30,75,86,2,112,69,8,39,85
1,69,55,112,74,1,14,84,73,5,65
1,52,74,79,67,68,110,25,112,73,11
1,97,100,5,75,93,62,6,110,74,21
0,104,68,11,102,7,92,96,8,3,39
0,30,25,93,68,47,91,11,33,18,99
0,10,28,25,5,72,21,42,50,11,14
0,28,100,11,86,7,85,12,39,50,69
0,69,21,8,30,87,100,28,11,20,39
1,100,63,26,21,84,64,93,30,104,57
1,25,5,86,8,39,44,9,28,100,75
1,21,64,44,103,95,50,10,28,67,46
0,2,86,25,31,59,43,69,5,106,57
1,106,1,103,69,112,51,15,39,16,87
1,21,40,105,42,33,6,19,87,86,17
1,7,47,57,28,73,68,21,107,15,100
1,57,71,112,39,19,27,21,7,73,22
0,39,111,21,25,2,3,86,11,47,44
0,10,95,34,26,7,73,100,104,51,25
0,64,6,96,53,39,74,71,70,9,4
1,31,13,85,18,90,1,66,67,71,21
0,106,14,58,2,46,39,102,70,83,51
0,69,41,105,74,5,94,16,21,32,102
1,37,57,23,39,8,86,31,104,41,14
0,41,32,21,69,30,35,28,57,8,74
0,90,26,14,46,42,107,17,28,93,21
1,49,80,91,84,57,56,41,21,3,87
0,6,34,89,100,21,17,60,5,19,62
0,70,69,7,21,90,104,42,36,22,11
1,1,55,73,7,107,14,17,102,8,10
1,33,22,8,30,9,7,21,59,112,106
0,44,19,101,9,104,100,25,103,1,8
0,69,36,74,29,54,53,31,42,87,73
1,101,51,19,27,73,8,14,68,30,7
1,99,33,11,5,73,12,53,68,9,106
1,7,21,51,91,19,22,71,31,97,69
1,9,104,42,39,5,106,22,74,86,97
1,90,6,102,36,44,21,100,57,47,22
0,25,93,40,75,69,39,7,72,5,102
0,50,12,13,2,75,21,73,85,31,6
1,112,11,42,32,103,74,62,21,93,50
1,8,92,39,27,21,15,26,28,36,4
1,50,101,28,42,11,93,21,92,98,31
0,3,23,51,107,29,25,73,92,69,48
0,54,28,69,21,74,68,22,8,42,93
1,7,18,21,104,36,44,54,27,97,61
1,69,16,77,50,27,51,73,14,7,93
0,25,72,88,21,53,50,98,106,5,11
0,42,69,5,94,8,7,12,14,83,93
0,19,25,44,14,8,42,57,35,26,75
1,28,112,64,39,93,26,60,8,84,100
0,101,20,21,63,1,3,72,62,39,28
1,13,5,111,47,41,86,97,71,62,44
1,30,109,104,17,5,9,11,1,18,19
0,99,30,68,1,97,87,86,21,73,8
0,74,78,70,62,14,31,18,28,32,21
1,42,1,13,104,25,3,74,19,93,30
0,50,41,73,64,99,36,91,20,28,19
1,3,11,38,101,93,86,73,31,97,28
0,66,44,9,74,21,4,15,97,7,1
1,93,9,83,98,44,8,64,14,71,7
1,93,69,31,26,74,1,50,62,21,51
1,69,67,30,63,14,99,39,50,90,8
0,26,107,75,34,8,90,28,50,85,6
0,99,60,35,7,44,47,85,22,62,19
0,21,25,51,6,54,75,41,39,46,4
0,1,21,112,85,100,106,104,55,32,105
1,7,37,74,93,28,86,39,11,36,85
1,74,17,110,75,50,87,39,30,72,51
0,27,6,104,95,7,46,14,44,53,84
1,87,5,106,42,21,12,25,73,76,74
0,54,112,100,12,39,85,18,52,7,105
1,48,90,79,59,46,73,26,104,29,44
0,46,14,71,110,1,11,40,23,56,87
0,74,104,14,68,21,47,93,26,43,40
1,11,112,26,22,21,75,72,19,62,28
0,88,100,86,46,72,50,21,28,39,77
0,7,63,74,68,19,1,31,8,96,84
1,13,55,30,8,112,39,27,106,31,43
1,4,20,97,7,41,25,86,12,28,79
0,30,59,19,62,14,85,84,6,21,54
0,27,60,88,46,104,31,4,56,11,25
0,93,87,29,76,86,112,33,34,8,74
0,75,41,74,62,30,9,35,58,59,101
1,34,9,50,42,21,88,101,41,73,14
1,93,104,74,69,68,42,50,46,95,21
1,10,28,8,26,14,104,93,34,20,60
1,11,89,84,64,100,95,18,97,9,27
0,14,100,81,62,25,4,7,10,2,83
0,59,72,90,99,85,16,28,64,11,55
1,11,28,112,1,52,69,22,77,31,93
0,20,100,28,73,11,93,36,107,5,85
1,11,8,30,100,26,17,28,37,104,39
1,66,67,73,58,100,30,47,6,14,105
1,57,19,78,84,11,21,37,6,12,28
0,35,64,14,9,34,71,44,85,36,59
0,39,19,25,47,85,90,103,11,93,42
0,61,11,100,31,44,39,7,68,9,67
0,74,62,82,97,20,71,7,14,88,44
1,67,75,34,55,100,8,9,26,39,109
1,62,11,12,68,100,85,10,73,55,60
0,86,100,72,40,61,112,30,11,96,104
1,67,21,93,97,90,22,104,112,75,4
1,11,67,10,57,35,75,39,59,36,8
0,104,73,100,52,88,1,22,68,28,30
0,104,21,11,1,62,8,16,72,100,39
1,69,21,74,12,102,13,25,2,70,36
0,55,42,100,75,11,7,71,39,92,69
1,74,69,99,41,107,44,21,30,57,6
1,36,46,8,50,57,11,1,87,2,45
0,8,93,57,21,16,104,30,70,11,71
1,72,110,104,78,62,99,71,7,79,106
0,50,69,11,72,96,60,73,15,64,14
1,3,31,104,74,56,19,91,75,59,106
1,93,16,90,28,21,25,88,48,46,71
0,26,1,107,68,34,90,29,2,67,21
0,4,70,112,9,32,28,46,20,1,88
0,93,109,36,20,14,112,23,62,67,106
1,14,39,22,54,10,26,73,34,74,97
0,58,74,18,7,11,70,73,21,86,69
0,71,104,74,99,14,72,21,91,19,25
1,4,32,38,35,14,19,68,22,6,54
0,2,42,69,14,90,54,38,21,93,62
1,91,42,68,34,78,26,106,11,21,69
0,15,99,22,5,8,96,36,73,7,34
0,19,93,90,5,6,57,72,44,100,14
0,44,71,30,21,98,97,11,107,10,69
0,8,50,36,69,17,62,26,39,28,51
1,85,32,67,39,64,75,74,46,71,93
0,21,86,47,20,48,44,30,57,51,65
0,102,30,12,36,7,9,106,45,104,87
0,30,69,41,81,102,14,60,16,42,3
0,86,70,5,76,99,44,38,22,23,32
1,36,21,67,11,26,28,9,39,6,58
1,3,85,18,21,53,104,90,39,70,6
0,35,86,64,100,11,34,21,9,52,72
1,14,93,70,72,98,8,44,49,30,20
1,57,100,59,21,70,88,11,93,101,7
0,100,1,44,68,11,106,48,67,7,36
1,75,87,19,12,46,28,25,112,42,47
1,31,28,112,11,72,21,70,22,73,1
0,62,39,56,21,9,99,28,27,23,41
1,99,53,69,37,55,35,16,5,106,8
1,18,74,110,16,5,46,98,7,6,85
1,53,44,85,78,25,36,87,8,30,74
1,21,11,32,78,7,69,91,70,107,81
1,74,20,68,56,60,86,1,73,26,39
0,94,37,74,62,55,18,9,7,11,97
0,11,106,100,12,14,42,21,22,104,62
0,59,82,14,52,42,76,85,69,21,26
1,79,67,47,40,36,72,23,84,74,21
1,18,57,62,93,86,5,20,104,76,69
1,99,54,106,93,107,75,96,84,1,21
0,93,55,16,42,11,34,90,59,2,104
0,68,32,1,2,45,9,6,84,63,73
1,11,73,30,36,66,38,87,4,68,54
0,46,84,87,72,69,73,29,86,57,18
0,2,73,5,86,8,11,39,42,67,50
1,48,8,68,14,71,69,112,1,11,72
1,31,55,41,9,74,42,3,11,14,100
0,39,67,91,100,112,7,87,72,71,11
1,89,21,50,14,17,102,39,75,77,46
1,5,26,18,98,19,12,21,36,90,102
1,95,59,32,10,20,94,21,54,68,69
1,110,53,67,21,40,100,8,11,104,85
1,98,11,9,1,102,62,101,21,39,93
0,26,72,22,7,36,9,30,38,106,74
0,81,102,36,21,9,14,28,1,84,7
0,21,7,112,11,1,68,39,73,69,20
0,86,21,11,69,109,74,5,20,55,93
0,10,97,1,27,64,16,6,59,104,90
1,35,72,60,21,68,8,43,96,59,104
1,101,51,39,14,70,74,25,44,11,79
0,51,42,73,64,87,29,1,70,11,50
0,46,1,33,68,9,5,73,51,70,42
0,68,23,39,100,96,35,45,14,73,5
0,21,95,17,2,10,50,11,56,70,85
1,22,48,11,51,5,8,105,14,23,26
1,21,19,36,26,104,85,73,8,96,99
0,86,21,63,74,6,88,44,93,83,4
1,11,72,85,47,18,84,74,16,21,8
0,59,69,71,74,1,42,32,104,21,50
1,32,104,26,93,21,62,14,65,39,72
1,89,92,19,46,85,14,90,93,37,9
0,81,99,45,43,57,85,41,25,68,36
1,14,86,69,6,55,97,100,22,11,8
1,7,112,85,82,56,86,10,26,39,72
0,93,85,21,62,76,40,36,26,54,18
1,97,74,66,8,9,2,7,106,93,25
0,21,60,100,99,68,69,8,79,16,39
0,42,50,74,19,100,54,39,105,21,75
0,22,8,26,11,40,7,71,46,50,73
0,50,100,59,32,75,64,86,21,39,67
0,25,88,73,21,50,45,44,22,7,32
1,15,8,31,51,68,106,75,83,69,19
0,62,42,11,44,71,25,51,14,16,1
1,26,69,72,104,20,13,39,31,96,93
1,40,1,93,35,54,90,21,53,14,59
0,31,39,38,84,93,107,106,69,25,26
0,51,44,64,76,54,75,29,1,21,7
1,104,26,36,74,39,86,73,92,1,51
0,5,21,74,106,75,26,17,67,71,18
1,51,11,79,104,73,21,19,14,9,36
0,97,54,55,64,95,84,26,14,73,44
0,25,17,95,28,84,93,55,44,54,88
0,67,50,44,21,112,43,72,104,5,87
0,12,20,106,91,39,75,7,71,26,54
0,72,14,52,21,69,51,102,22,86,8
1,19,28,9,73,86,26,21,95,68,41
1,5,89,44,74,2,98,104,1,34,26
1,85,36,13,53,44,37,78,60,11,47
1,44,74,7,9,97,57,73,68,2,11
0,28,25,2,39,73,104,92,41,4,93
1,69,106,42,97,26,11,86,1,104,62
0,71,110,7,25,12,42,11,6,86,107
1,60,1,79,55,25,71,39,49,21,7
0,89,72,21,16,68,67,62,73,19,25
1,11,39,100,71,112,74,110,28,30,60
0,21,104,35,14,44,16,9,59,25,111
1,71,102,9,94,60,100,21,107,62,42
1,49,26,72,87,11,102,28,74,36,100
1,29,74,5,72,2,25,19,112,54,60
0,12,30,71,68,11,73,97,93,101,104
0,28,75,56,84,39,26,11,63,2,93
1,4,57,25,104,40,88,93,17,37,47
0,21,91,100,71,82,22,32,69,42,39
1,18,47,20,9,100,107,104,19,84,51
0,67,14,21,7,40,106,8,110,102,28
0,83,50,14,69,109,21,30,44,93,36
1,7,11,74,28,68,104,57,99,42,26
1,42,105,9,63,18,12,14,8,7,70
1,61,36,22,5,23,16,104,39,110,26
0,28,5,74,9,54,63,50,16,21,18
0,38,4,39,56,83,30,70,21,76,96
1,5,83,67,39,73,81,52,26,64,70
1,11,105,87,58,19,90,97,100,1,39
0,74,104,7,106,14,21,57,30,48,80
0,55,71,11,93,98,5,51,18,21,79
0,46,101,67,104,110,17,68,18,40,50
0,72,26,3,103,11,112,104,42,19,69
0,60,31,1,105,98,42,20,28,73,26
0,112,28,39,75,22,11,93,111,107,85
1,39,12,16,101,72,51,14,81,54,7
0,32,46,62,8,79,112,21,28,64,2
1,63,93,50,43,7,68,104,2,17,30
1,11,105,8,51,38,53,54,64,17,73
1,94,31,19,100,45,72,33,21,90,71
1,1,104,21,83,7,105,100,11,65,35
0,21,53,101,106,73,14,34,12,28,50
0,62,41,106,30,74,32,44,55,39,75
0,44,25,26,85,75,14,8,21,51,87
1,12,3,7,11,26,44,85,55,100,21
1,25,93,8,90,60,47,104,74,50,75
0,3,51,66,8,43,11,21,33,20,28
0,85,28,104,74,105,94,93,50,5,11
0,45,106,88,112,86,74,42,50,7,25
1,93,14,95,100,75,13,2,99,44,59
0,69,70,5,21,95,84,28,27,36,48
