radiant_win,rhero1,rhero2,rhero3,rhero4,rhero5,dhero1,dhero2,dhero3,dhero4,dhero5
1,63,69,21,9,14,87,11,96,4,102
0,8,86,21,46,62,11,97,1,72,14
1,106,18,9,2,19,74,99,50,4,21
0,11,101,7,39,100,72,21,27,55,30
1,22,91,8,11,14,75,104,43,29,27
1,89,73,69,68,86,17,62,72,83,7
0,107,57,8,28,55,21,9,69,36,35
1,86,73,71,59,107,85,51,74,97,64
1,93,110,28,68,46,88,75,19,30,18
0,93,85,102,27,11,68,106,43,65,28
0,83,104,21,74,49,100,36,1,15,37
0,85,112,103,106,12,67,39,5,87,28
0,69,34,86,28,93,46,62,85,42,50
0,23,25,7,100,72,19,109,112,91,68
0,54,25,19,21,55,83,99,92,73,104
0,79,25,85,1,28,75,80,7,42,31
1,98,100,21,1,87,73,90,72,53,75
0,46,39,55,70,27,86,40,47,72,21
0,46,27,81,16,64,70,83,73,51,72
0,8,85,83,47,50,11,94,7,5,53
1,25,23,42,28,71,11,62,69,21,12
0,14,72,4,74,61,31,69,44,26,46
0,51,8,73,45,86,74,107,28,44,68
1,1,5,68,34,44,21,88,86,35,54
1,74,100,104,102,101,55,21,28,10,25
0,21,75,104,99,72,74,73,112,69,20
1,2,55,56,21,104,100,7,93,39,111
1,6,4,45,28,74,62,73,98,33,21
1,22,90,21,73,32,1,8,30,88,11
1,42,112,69,102,21,100,28,107,26,11
0,112,63,43,62,86,8,15,104,37,84
1,51,19,31,7,77,12,26,65,106,8
1,97,39,28,50,30,43,45,69,86,18
0,102,8,21,100,112,22,84,62,28,1
1,102,21,112,109,74,65,73,69,68,44
0,104,23,57,74,46,14,28,83,93,26
1,106,105,21,87,73,16,68,97,39,63
0,42,20,21,54,46,74,38,9,93,27
0,17,53,107,25,104,11,31,69,98,21
1,30,62,43,51,77,41,75,68,21,88
1,31,21,46,39,7,32,86,43,112,11
1,74,50,29,104,39,86,28,21,67,9
0,51,30,46,109,84,55,102,11,75,7
0,72,44,101,19,25,93,5,94,2,22
1,44,29,112,104,62,73,17,14,33,68
0,42,97,50,31,104,11,69,59,62,37
0,29,1,86,112,47,21,27,42,39,103
1,47,72,29,41,74,19,51,106,25,7
0,21,30,72,10,61,7,31,69,8,11
1,39,40,75,6,14,57,63,81,47,26
1,100,37,85,14,8,74,101,1,20,97
1,31,12,49,2,55,112,63,21,28,79
1,68,8,11,101,107,75,12,39,74,57
0,29,107,10,69,31,21,71,67,47,57
1,69,88,39,74,57,23,46,16,56,64
0,76,60,1,32,85,17,72,86,21,45
0,91,74,19,101,100,112,21,8,88,31
1,7,73,110,42,75,53,88,74,93,52
1,109,30,7,25,69,100,81,22,36,20
0,25,7,39,28,21,37,8,106,100,19
1,11,70,27,15,3,26,84,68,43,73
0,14,99,15,34,68,90,59,109,112,11
1,55,69,9,11,102,85,72,76,110,74
1,21,27,74,9,8,68,48,73,75,55
0,57,21,5,42,28,110,1,106,77,71
0,94,54,50,21,35,73,57,46,30,4
1,39,70,26,99,57,69,21,12,62,25
1,42,75,25,107,11,8,21,7,5,20
1,39,85,57,73,83,33,1,51,31,21
1,88,97,106,39,50,73,55,30,93,28
0,47,72,14,33,17,101,59,60,79,69
1,42,95,99,35,6,74,84,12,70,2
1,28,74,112,25,86,8,11,56,20,68
0,39,57,44,48,68,36,53,112,85,6
1,74,86,97,28,55,39,78,32,26,75
1,21,11,10,30,51,35,90,64,28,47
1,44,5,71,50,74,97,21,69,93,86
1,57,100,74,39,8,11,42,5,86,93
1,63,42,13,11,102,45,87,46,39,106
1,87,46,89,96,83,75,105,90,82,63
0,69,72,86,79,85,57,93,13,30,97
0,68,51,78,23,12,84,52,95,75,67
1,20,93,71,68,74,10,72,102,33,73
1,35,81,49,31,76,14,95,25,74,44
0,101,25,36,67,68,85,1,14,21,73
0,6,83,21,4,42,50,62,29,39,32
0,33,11,87,55,72,28,66,35,50,106
0,79,1,56,93,30,25,41,14,83,21
0,1,104,30,39,61,8,71,28,21,50
1,98,7,14,68,54,51,59,62,21,63
1,26,72,106,31,51,63,9,8,36,73
1,21,50,71,8,23,112,39,28,99,86
0,86,98,78,42,21,101,69,26,13,1
0,17,25,9,99,42,3,7,107,12,60
0,50,76,70,39,91,19,84,42,49,21
1,75,10,97,70,106,3,15,7,61,28
0,12,25,21,11,91,31,26,19,22,8
0,55,83,57,70,13,102,100,42,75,7
0,40,46,59,71,16,26,39,76,8,112
0,22,35,84,51,73,59,19,96,110,75
1,71,21,14,18,73,93,83,11,104,68
0,87,59,86,10,17,28,72,84,30,11
1,69,36,85,60,44,28,22,47,25,59
1,41,62,75,85,33,73,103,104,17,30
0,100,82,11,84,110,7,48,75,76,22
0,107,36,39,31,11,84,7,45,91,1
0,11,1,104,90,36,55,112,46,100,72
0,112,78,46,1,7,91,97,19,68,72
1,47,62,107,21,11,39,92,69,41,14
1,42,40,25,100,67,20,21,71,12,31
1,17,18,86,70,21,34,1,61,5,36
0,11,70,30,56,68,63,84,86,26,104
0,70,9,104,85,3,21,73,98,7,25
1,27,1,18,71,21,29,68,104,8,26
1,23,91,95,35,25,92,12,98,4,106
1,44,21,75,63,102,73,15,110,42,85
0,73,68,11,102,39,18,14,20,112,74
0,8,58,36,7,21,11,69,75,68,81
0,26,42,7,9,39,28,74,67,90,102
0,69,18,2,21,46,4,50,25,1,26
1,14,73,46,12,87,7,16,93,39,8
0,26,41,11,32,58,70,7,21,62,19
0,75,1,106,104,10,32,85,56,39,37
1,22,95,109,70,32,49,102,27,21,74
1,32,36,46,69,100,28,87,9,1,73
1,95,67,51,11,75,25,53,88,20,1
0,100,28,67,50,11,57,41,47,2,33
0,68,30,74,12,60,106,31,69,100,61
0,44,68,107,76,71,50,59,36,11,20
0,52,76,11,95,102,36,88,72,55,74
0,83,102,110,18,112,39,68,55,32,44
0,101,12,82,112,51,106,50,95,21,64
0,39,86,11,84,8,51,70,42,21,83
1,6,70,11,47,33,104,40,5,100,95
1,74,72,30,67,68,14,59,21,25,49
1,48,49,83,72,7,21,86,106,32,81
1,110,12,29,7,64,62,41,39,75,112
1,72,64,85,100,21,106,46,84,9,25
0,28,50,58,107,10,21,7,11,8,100
1,98,72,68,5,104,100,39,27,70,59
0,14,1,21,86,11,5,71,46,42,28
1,87,53,21,67,14,68,39,86,1,100
0,80,87,71,72,11,62,106,73,31,69
0,54,87,11,44,7,30,73,49,106,5
0,5,8,55,104,17,25,75,67,100,87
1,69,42,46,77,50,63,36,25,72,79
1,42,84,39,69,68,20,75,61,7,12
1,67,39,100,55,50,7,106,86,54,101
1,14,46,61,45,11,39,40,103,8,97
1,92,50,11,40,70,106,30,97,36,100
0,74,86,100,39,60,87,7,47,93,12
1,87,98,34,62,70,21,106,69,4,7
0,74,26,63,60,88,86,11,75,104,100
0,32,43,35,2,50,11,67,87,62,89
1,41,8,73,5,30,75,6,47,68,82
1,2,26,74,81,85,68,8,50,19,28
1,39,41,36,56,62,74,42,20,19,73
1,6,50,100,104,107,9,32,51,13,33
1,106,7,61,25,27,28,100,92,39,21
0,68,14,49,10,69,76,101,44,16,55
0,110,97,104,1,112,15,91,27,106,42
1,94,39,7,71,55,8,97,86,81,100
0,93,69,79,75,106,103,2,25,7,1
1,44,39,90,102,100,41,21,11,73,7
0,94,83,26,6,21,30,8,101,11,51
1,44,47,62,71,68,102,21,86,2,73
0,59,85,75,95,39,89,38,100,110,15
0,30,111,36,44,28,47,85,7,12,21
0,18,77,34,68,54,109,64,100,28,21
1,73,25,20,39,57,74,56,21,19,14
0,5,69,1,39,7,62,21,50,67,99
1,23,13,35,43,27,81,47,102,36,67
0,41,1,31,14,74,21,75,7,70,81
0,33,71,10,40,17,101,56,62,39,72
1,69,72,25,97,36,109,104,85,11,50
0,28,96,76,70,62,2,84,22,67,71
0,59,74,104,94,83,100,21,12,30,57
1,67,30,60,46,10,1,21,44,57,2
1,85,11,75,15,95,91,19,32,28,110
1,7,5,21,82,42,25,8,55,68,79
0,62,1,96,25,17,28,53,104,11,40
0,97,44,20,11,21,105,34,109,7,71
0,102,2,87,15,42,112,85,72,22,7
1,46,27,10,29,50,16,36,71,11,2
1,82,50,72,85,7,86,8,66,74,104
1,22,96,72,46,50,5,85,21,18,39
0,22,2,32,93,87,44,26,21,20,69
1,14,30,7,70,93,15,112,21,44,51
1,76,43,55,11,54,101,5,73,42,14
0,2,106,62,86,44,112,11,8,81,90
1,73,81,14,21,3,20,75,74,70,71
0,44,5,6,60,89,74,50,68,26,93
0,30,42,56,11,88,28,59,34,12,7
1,1,14,21,68,9,76,7,35,80,28
1,74,64,40,42,50,11,7,1,100,2
0,40,102,100,17,72,55,25,73,44,110
0,74,4,78,44,104,50,67,99,22,21
1,44,39,68,86,72,91,50,8,21,47
0,8,86,23,82,18,104,85,87,7,14
0,8,20,53,21,97,112,87,19,74,99
0,26,72,21,100,68,98,55,39,71,104
1,104,14,42,5,32,34,63,62,35,84
0,11,1,60,74,75,45,104,42,87,112
1,31,74,28,68,42,1,69,30,11,100
0,112,31,72,42,11,12,26,51,62,21
1,100,11,55,86,42,71,25,94,112,69
1,11,20,59,90,47,104,8,36,106,22
1,36,54,69,31,110,47,68,11,46,74
0,27,8,44,84,39,3,88,93,37,14
1,69,50,11,5,71,44,88,60,98,89
0,14,46,27,2,39,37,7,44,102,13
1,12,17,62,7,37,95,85,93,21,43
0,73,25,100,27,83,26,28,11,93,21
0,75,45,11,100,72,8,110,5,20,50
0,112,28,100,4,11,38,8,5,19,91
1,46,75,21,82,54,71,73,9,8,68
1,28,11,60,76,87,72,75,111,50,58
0,26,8,14,21,107,75,39,73,44,61
0,11,71,75,106,7,104,62,87,21,42
0,11,21,28,8,86,67,112,69,25,62
1,28,21,7,100,47,112,86,39,51,72
0,42,11,23,61,74,112,16,5,38,72
0,50,42,18,112,74,57,29,1,21,86
0,110,1,11,31,7,5,34,102,19,50
0,69,71,74,12,7,106,86,97,90,28
1,11,112,111,1,74,86,21,64,25,7
1,74,55,21,40,14,93,73,27,59,97
0,16,80,51,36,9,69,31,63,74,54
1,28,46,47,30,71,64,4,59,48,74
0,85,64,104,2,14,74,8,28,42,87
0,19,86,26,13,15,11,28,50,72,31
1,21,31,14,26,8,42,87,85,100,25
1,26,60,101,8,100,21,28,51,84,5
0,86,6,59,25,11,9,104,3,34,67
0,112,12,16,21,60,37,8,73,51,95
1,73,90,21,33,99,23,37,5,8,74
1,55,49,106,20,112,9,10,57,39,63
1,75,30,12,31,59,14,21,50,106,51
1,20,104,30,41,74,1,14,7,36,68
1,71,50,106,112,63,109,28,21,79,7
1,41,91,43,14,35,111,100,22,104,39
0,42,71,20,5,74,54,21,27,7,2
0,74,84,70,102,45,72,68,50,59,39
1,14,8,21,41,50,60,27,106,25,35
1,4,56,25,64,30,54,106,26,28,32
1,1,77,99,13,32,33,73,72,93,7
0,106,7,13,112,21,74,68,59,55,100
1,14,100,28,46,20,5,35,99,73,33
0,46,51,5,1,9,60,67,22,97,30
0,15,67,51,100,68,74,30,70,11,85
1,44,97,9,50,32,36,67,100,2,11
0,46,93,85,57,30,47,28,7,68,70
1,6,8,21,9,64,25,10,61,69,90
0,73,93,99,46,100,74,21,27,8,33
0,67,14,11,54,61,36,74,21,9,3
0,39,23,6,71,20,21,112,93,51,9
0,54,23,62,53,51,88,71,101,73,21
0,33,73,70,25,14,71,75,11,12,112
1,100,8,27,75,29,15,57,4,109,86
1,2,56,39,27,1,25,94,68,7,44
1,85,26,93,73,16,86,11,71,25,1
1,73,11,71,100,107,93,75,69,74,50
1,67,104,112,50,99,6,74,21,59,101
0,104,6,101,35,15,62,31,59,81,2
1,27,69,8,31,73,50,93,44,74,75
0,67,21,3,69,11,36,107,45,46,9
0,30,8,79,18,74,42,57,109,29,22
0,30,32,93,17,9,50,55,11,7,94
0,18,72,97,64,55,20,21,11,88,56
1,74,67,112,14,68,81,80,36,110,11
0,52,4,73,69,106,100,28,26,27,21
0,68,39,42,7,73,100,74,21,14,41
0,64,9,86,8,73,57,45,44,63,93
1,8,39,64,63,26,84,4,82,78,50
1,6,74,85,20,21,23,87,3,32,110
0,44,8,46,63,28,9,3,5,21,32
1,21,11,105,16,7,44,4,17,30,75
1,95,7,42,50,11,21,1,62,112,100
1,25,36,69,44,21,106,72,100,62,75
0,104,2,86,22,28,11,71,106,47,33
0,26,41,74,62,35,98,28,73,3,33
0,39,93,28,104,20,67,50,29,32,21
1,21,2,49,46,31,47,64,48,50,38
0,11,8,112,97,39,42,51,100,9,74
0,112,25,44,16,21,7,98,76,30,54
0,29,11,38,86,41,73,100,8,7,26
1,97,42,87,21,100,112,69,11,1,31
1,14,28,25,94,106,50,73,11,26,44
1,52,104,16,1,73,39,42,56,28,31
1,104,30,100,43,21,11,90,41,85,55
1,99,36,21,104,14,82,27,23,73,37
0,87,65,68,32,106,1,28,11,70,8
0,62,63,46,10,86,25,79,8,104,50
1,67,74,88,71,26,83,75,21,93,11
1,36,62,27,86,76,11,5,99,49,104
0,7,46,67,101,88,55,26,100,15,28
0,44,100,65,26,89,73,21,84,60,27
0,57,1,73,100,5,81,11,98,27,40
0,11,100,28,74,70,60,84,39,93,15
0,73,87,96,112,46,79,39,68,49,104
0,86,4,60,87,93,61,21,104,1,11
1,21,104,5,110,102,74,93,8,46,86
0,28,112,93,53,49,62,39,25,81,106
1,7,19,100,17,40,21,15,111,48,53
0,87,26,39,99,42,84,110,104,109,52
1,110,87,32,104,19,23,97,93,16,94
0,41,9,14,5,99,100,70,7,42,74
1,39,104,88,5,1,8,71,11,62,101
0,74,93,86,27,102,54,7,11,28,75
1,18,100,76,69,62,47,4,32,81,65
1,31,75,44,18,19,2,15,23,20,26
0,95,18,7,41,11,8,71,89,85,74
1,93,7,90,101,110,8,74,47,62,20
1,14,37,4,19,9,39,21,46,89,1
1,68,8,11,75,83,109,55,71,22,21
1,72,86,74,100,110,5,112,55,106,97
1,11,1,7,105,47,75,74,106,100,31
1,100,74,40,106,73,23,70,75,26,33
0,12,11,17,27,14,55,83,71,39,42
1,2,29,57,11,8,54,39,20,69,67
1,87,9,81,63,34,107,11,26,72,28
0,42,110,21,27,59,39,5,51,100,54
1,81,101,106,100,26,7,71,5,22,41
0,86,12,38,26,21,9,7,36,94,30
0,67,14,22,21,75,69,71,63,74,9
0,62,21,61,25,48,112,81,88,11,100
0,25,7,8,71,21,11,41,87,38,31
1,112,8,71,46,39,74,72,103,106,50
1,6,80,7,30,21,42,75,85,53,17
1,1,69,23,7,11,75,86,19,74,51
0,90,67,98,2,62,73,23,36,51,44
0,7,25,84,98,75,70,47,66,1,74
1,100,8,30,11,28,50,9,104,59,46
1,39,40,11,2,68,47,54,73,3,14
0,94,112,11,103,7,67,39,69,88,86
0,110,1,25,68,21,57,61,88,106,73
1,87,72,73,28,112,75,67,71,21,7
0,74,86,26,98,8,21,68,47,42,16
0,5,93,46,26,98,51,68,27,74,81
1,74,33,29,21,1,19,5,23,104,71
1,83,96,32,27,1,60,36,28,7,85
1,72,75,61,33,106,37,76,97,39,104
0,74,39,21,49,44,25,98,32,5,1
1,43,7,28,3,40,71,39,99,75,93
1,92,23,55,73,106,15,28,87,98,62
1,42,55,85,60,106,80,63,73,75,28
0,93,3,25,60,38,28,68,42,107,21
1,5,86,94,4,7,77,64,47,44,17
1,87,11,48,85,2,98,20,6,30,21
1,69,22,5,12,112,7,31,9,14,30
0,93,11,102,32,87,7,21,25,44,69
1,30,27,110,5,26,100,111,51,8,23
0,53,104,42,7,17,33,70,93,35,71
1,12,7,29,50,21,25,74,112,28,2
0,16,3,1,88,60,93,102,26,59,47
1,73,42,100,36,74,67,54,51,64,25
0,21,61,44,5,73,75,35,42,97,34
0,28,57,69,67,97,106,99,25,85,5
1,6,8,20,87,30,67,78,86,19,21
1,73,85,75,1,70,87,17,44,112,55
0,6,53,11,87,73,25,44,56,57,71
1,19,5,55,27,11,47,74,21,99,54
0,21,74,27,30,47,1,76,63,57,64
1,8,32,31,40,74,62,43,44,86,21
1,112,88,100,39,8,42,31,14,28,11
1,110,30,11,72,112,84,75,39,86,100
1,38,57,14,7,70,11,99,35,33,51
0,58,99,54,7,35,89,72,5,77,36
1,75,15,73,28,33,44,20,85,25,107
1,85,21,101,59,104,46,86,9,1,112
1,106,84,56,60,50,30,37,21,82,107
1,53,60,32,50,21,1,5,104,25,73
1,14,11,36,44,58,57,16,26,98,48
0,14,48,25,105,21,1,100,11,55,26
0,110,59,35,42,22,50,89,21,84,44
1,107,104,30,25,12,39,44,105,112,7
0,112,31,70,39,7,86,107,12,21,47
0,5,74,97,18,64,7,75,11,69,16
0,69,18,77,46,76,60,33,15,70,5
0,18,96,32,36,75,69,46,33,94,87
1,99,11,104,16,8,53,36,48,21,80
1,102,26,46,54,72,38,97,12,6,37
1,26,32,41,28,42,71,93,11,44,78
0,30,67,71,59,90,74,100,94,28,20
1,11,55,25,12,7,74,94,104,86,39
1,68,67,28,100,11,1,14,112,42,109
0,28,34,19,44,36,86,59,49,96,30
1,60,30,73,109,107,20,46,53,13,93
1,30,28,102,88,11,62,86,8,39,112
1,39,36,100,12,84,56,71,50,21,7
0,112,44,104,11,14,91,60,93,29,21
1,62,47,86,25,1,93,104,39,26,107
1,11,16,14,101,77,25,84,58,21,89
1,82,71,57,100,21,39,73,4,25,9
0,64,94,14,106,7,28,9,74,112,21
1,68,8,102,9,97,1,84,7,39,28
0,94,30,84,19,104,80,36,99,25,69
0,28,73,90,21,2,11,94,84,35,20
0,35,1,87,5,69,42,20,7,109,75
0,44,5,71,62,39,63,22,78,7,101
0,26,48,111,71,87,22,94,32,23,84
1,87,41,11,86,29,97,74,14,106,69
0,21,14,93,30,99,10,11,9,71,5
1,71,19,104,5,100,25,26,4,9,74
0,104,35,16,67,26,99,85,46,93,30
1,48,104,62,84,53,3,102,45,34,86
1,8,5,21,101,97,13,72,62,85,22
1,55,93,42,11,68,56,28,39,73,7
0,12,7,47,104,14,70,85,71,39,74
1,50,59,28,35,84,57,104,9,14,88
0,112,87,104,18,8,44,11,102,62,20
1,69,42,25,100,11,93,104,43,79,64
0,21,20,86,28,46,3,98,67,30,39
1,78,8,22,5,25,30,75,66,4,109
1,92,15,9,21,27,42,112,14,8,22
1,7,104,28,71,93,36,9,25,59,86
0,12,11,21,14,100,5,28,106,27,78
1,55,87,3,93,23,85,75,11,4,86
0,21,3,42,31,13,93,64,20,106,78
1,21,6,7,8,42,104,67,11,44,9
0,43,21,44,27,83,18,50,85,76,28
0,74,104,8,112,33,22,64,41,71,53
1,66,98,36,100,32,22,81,42,39,7
0,73,21,74,86,26,29,19,30,55,22
1,27,8,73,86,74,9,106,100,44,87
1,21,4,39,27,75,67,56,34,84,74
1,28,74,7,93,100,69,59,21,63,86
0,74,67,50,29,20,85,36,42,100,37
0,85,8,74,26,23,21,81,31,101,112
1,59,50,28,19,31,76,67,7,55,16
0,8,26,44,33,39,42,27,66,46,71
1,11,31,42,28,37,75,39,9,12,69
1,72,13,73,28,3,104,84,100,11,56
1,31,8,38,74,26,7,21,25,6,5
1,96,42,26,100,25,31,53,11,6,72
1,72,14,57,11,7,49,85,100,59,110
1,3,112,11,104,44,27,21,35,62,2
0,46,54,67,35,98,85,26,6,50,52
1,7,74,93,1,96,94,16,85,28,84
1,9,74,18,57,97,58,39,8,62,26
0,100,69,75,44,36,101,1,74,85,104
1,10,28,11,86,31,25,16,42,30,69
0,97,68,2,52,106,6,110,73,51,21
0,11,7,40,9,74,105,48,71,22,64
1,69,99,54,23,5,44,21,26,86,67
0,104,14,4,38,9,85,74,26,36,12
1,5,14,87,1,21,8,104,34,27,74
0,39,89,68,7,13,110,85,10,30,106
1,19,64,84,11,69,86,38,106,7,104
1,72,57,106,74,100,69,39,12,112,101
1,21,28,71,84,35,26,11,93,14,9
1,43,16,25,47,21,72,62,58,4,71
1,88,23,21,11,104,17,63,25,106,2
1,98,91,89,11,75,69,20,39,93,57
1,9,96,44,50,25,106,79,74,73,12
0,73,36,53,86,4,71,106,57,72,68
1,26,42,50,55,11,73,91,19,13,68
1,7,93,68,75,98,106,64,3,28,25
1,75,14,28,11,9,69,112,7,93,21
0,19,32,12,57,39,8,14,106,87,69
1,22,111,25,64,73,21,13,16,57,67
0,28,39,84,30,74,32,71,19,106,5
0,56,112,7,21,99,62,75,8,13,73
1,87,8,97,7,22,106,1,112,50,21
0,42,59,64,30,73,86,8,72,39,62
1,11,8,13,36,15,22,100,37,94,7
1,19,112,97,16,72,96,87,106,86,25
0,22,32,51,25,36,52,18,30,21,55
1,75,94,104,47,25,53,13,100,85,44
1,21,7,4,64,8,35,26,107,51,55
0,85,27,21,109,6,44,70,35,91,8
0,72,2,45,85,8,5,42,11,55,62
1,62,50,21,104,39,35,68,53,106,57
1,70,9,34,112,60,17,104,72,100,86
1,32,19,8,90,73,18,21,39,25,26
1,112,55,93,73,88,97,45,102,4,37
0,8,94,59,100,64,37,44,21,50,28
1,106,32,111,112,13,9,7,74,28,20
0,62,7,1,21,73,69,74,61,106,50
0,7,103,63,104,30,2,5,8,33,99
0,80,51,28,104,68,8,112,69,62,39
1,97,102,109,29,106,28,9,60,39,85
1,30,21,104,18,5,75,86,19,61,39
1,69,33,104,87,76,46,36,14,94,39
1,95,21,75,69,26,86,22,2,42,56
1,21,6,26,36,37,96,112,46,93,84
1,14,104,11,25,1,64,98,20,56,39
0,25,68,8,2,102,110,73,3,42,88
1,32,109,23,86,21,110,3,82,100,22
1,67,21,11,3,110,104,74,7,112,25
0,106,72,25,71,28,39,61,3,93,9
0,15,3,21,93,87,25,63,28,39,18
0,2,70,19,106,74,50,51,62,11,44
1,99,44,42,33,26,28,19,14,37,96
0,8,17,102,61,20,93,46,68,69,23
1,12,36,100,47,22,6,104,2,46,32
1,104,64,49,62,1,21,28,11,101,5
0,76,23,11,32,7,20,100,21,73,68
0,106,2,97,68,11,51,45,32,21,73
1,40,21,73,12,49,78,19,25,93,50
0,9,104,34,26,75,62,1,5,87,106
0,7,11,106,112,51,50,1,14,21,74
1,74,112,28,50,67,100,34,104,5,96
1,30,22,7,42,11,106,100,1,85,102
0,75,74,11,10,7,8,21,32,26,37
0,67,21,85,98,112,69,28,68,62,73
1,21,40,31,28,94,100,11,72,9,112
1,17,21,32,98,100,14,69,1,87,25
0,21,1,85,32,87,100,42,74,112,69
1,21,8,47,57,110,2,68,44,74,35
0,93,91,19,55,71,74,78,42,100,31
1,39,69,87,7,72,30,11,1,88,51
0,100,9,21,62,109,28,68,74,107,69
0,55,27,85,93,75,68,9,70,21,74
0,89,110,86,27,12,98,7,106,11,31
1,62,86,72,42,69,104,75,98,35,60
1,100,103,30,21,47,96,22,5,93,18
1,85,110,17,12,64,60,50,7,61,97
1,21,97,47,30,62,28,85,1,86,23
0,82,54,9,90,39,4,74,91,37,47
0,42,50,83,74,9,112,86,55,36,67
1,18,37,12,81,6,14,73,50,15,55
0,5,101,21,63,44,41,20,27,75,28
1,11,69,72,97,31,110,50,21,104,70
1,8,74,5,43,19,42,30,93,61,52
0,11,57,25,8,99,21,74,70,28,96
1,41,62,28,36,7,74,104,85,102,93
1,50,69,36,11,12,47,94,112,106,62
0,14,62,57,95,109,8,70,17,23,5
1,36,21,107,8,2,4,27,9,71,14
1,28,50,11,112,1,73,100,69,84,72
1,86,69,48,11,68,63,21,105,15,14
1,69,31,28,30,11,20,3,38,94,58
0,39,86,106,95,60,93,55,11,57,31
0,103,62,7,100,21,5,8,99,35,32
1,12,107,93,112,104,39,44,9,71,14
0,26,85,12,84,39,112,60,72,7,46
0,97,11,75,72,33,25,29,104,5,70
1,71,27,74,48,84,68,70,21,88,50
0,99,8,5,53,14,69,17,51,42,57
0,112,21,70,95,10,8,25,42,26,2
0,106,10,16,30,50,73,84,29,72,5
1,34,8,71,85,104,11,68,7,72,27
0,9,42,14,85,56,35,32,68,18,98
0,65,25,100,6,73,44,5,39,20,42
0,21,67,76,15,62,42,26,75,85,11
1,71,77,34,45,8,99,81,62,68,39
0,100,18,82,63,75,50,49,106,21,71
0,21,100,74,72,5,71,55,112,8,46
1,8,39,31,28,36,21,85,95,62,112
1,75,101,45,78,73,67,71,88,111,53
1,8,7,112,60,25,5,28,86,70,11
0,50,39,42,21,90,67,102,14,31,51
1,92,3,98,46,44,93,84,97,34,73
0,4,1,97,21,90,87,67,46,104,71
1,21,87,92,55,42,75,100,74,25,20
0,21,1,29,53,30,22,40,70,69,110
1,87,25,32,19,71,93,11,62,27,60
1,22,100,102,1,32,112,93,21,105,46
0,46,21,8,7,86,74,73,71,40,48
1,30,93,14,96,84,69,106,100,5,29
0,33,18,21,7,28,86,9,62,106,12
0,19,37,7,46,31,92,28,84,11,85
0,1,87,86,78,32,22,4,73,39,99
1,100,78,21,12,5,39,28,30,42,19
0,32,38,6,72,14,97,33,62,53,102
0,25,73,62,8,2,100,67,47,87,30
0,71,47,104,83,17,3,21,69,8,36
0,34,21,7,110,44,97,39,93,77,27
0,2,5,39,44,47,9,72,104,46,43
1,6,47,104,86,31,30,74,44,62,21
0,75,5,85,12,55,100,8,11,86,106
1,93,68,107,7,46,8,105,39,14,11
1,22,21,28,71,107,87,62,11,8,55
0,57,34,1,21,14,39,67,107,36,64
0,20,25,70,8,100,73,71,36,104,21
0,28,14,44,8,68,9,7,1,49,57
0,5,67,88,74,87,44,39,105,13,25
1,26,46,69,75,8,11,44,39,59,104
1,17,107,8,86,36,20,1,75,11,69
1,71,21,75,102,53,30,28,11,79,100
0,1,34,61,2,4,28,70,35,26,14
0,106,104,51,76,11,83,93,5,42,71
0,8,75,21,86,39,7,83,31,14,69
0,7,21,61,22,11,39,73,14,10,69
1,51,22,11,48,42,86,106,57,28,21
1,84,36,100,21,62,32,28,74,51,101
1,28,35,112,105,100,1,30,82,57,11
0,10,22,98,54,74,17,37,16,36,88
1,39,11,72,3,50,91,104,13,85,67
1,26,20,109,93,71,67,62,38,21,86
0,110,60,107,47,28,63,26,7,31,18
0,21,13,42,109,50,46,100,70,72,5
0,112,18,106,76,22,51,87,14,74,21
1,32,46,99,107,68,29,21,1,74,30
1,39,104,64,31,42,86,4,109,11,8
0,12,25,7,103,47,86,5,67,57,35
0,21,36,111,18,93,32,57,46,3,28
1,50,46,85,104,32,81,54,21,39,7
1,42,69,39,59,31,74,100,64,18,51
0,30,44,49,90,69,93,87,106,55,33
1,75,85,111,67,9,106,38,30,94,50
1,74,4,46,75,18,47,14,83,8,62
0,44,5,71,74,21,97,25,34,32,9
1,106,73,71,44,5,81,8,68,75,84
1,104,20,40,36,8,69,71,47,54,21
0,60,93,54,21,5,15,78,7,42,55
1,112,21,88,87,106,96,100,9,93,11
1,68,47,28,33,44,21,73,90,16,55
0,11,33,1,63,62,80,74,26,36,8
1,31,44,53,11,1,22,18,5,14,41
0,30,1,20,28,2,89,100,76,42,5
1,39,1,60,51,50,6,11,21,26,19
0,36,101,112,72,42,7,2,106,74,73
1,69,30,106,86,59,26,104,36,19,91
1,5,28,46,68,73,105,97,100,39,12
0,1,107,28,42,11,72,16,86,74,55
1,50,79,11,110,8,15,5,99,73,14
0,42,29,69,73,35,99,23,9,5,12
0,104,19,86,8,74,29,14,87,11,81
1,65,73,9,35,32,21,2,11,68,104
0,28,39,3,69,50,101,93,20,71,11
1,44,49,31,46,6,75,56,32,19,47
0,21,29,67,26,7,75,14,1,38,9
1,14,105,95,20,99,29,11,73,104,57
1,63,40,42,21,101,104,68,14,28,99
0,74,92,72,44,83,99,5,67,100,54
0,4,20,74,7,63,57,43,14,81,44
0,104,84,67,39,56,9,75,65,41,62
1,21,86,74,16,8,12,97,85,39,7
1,9,3,50,72,39,84,18,112,71,23
1,68,30,44,33,25,37,99,67,101,14
1,44,73,38,39,87,11,58,107,59,105
